Province Name,Province Code,Year,Wheat,Maize,Rice,Sorghum,Barley,Millet,Potato,Sweetpotato,Soybean,Groundnuts,Sunflower,Rapeseed,Sugarbeet,Sugarcane,Cotton,Spinach,Tomato,Cabbage,Apple,Grape,Tea,Tobacco
Shaanxi,27,1981,-829.9225297,-9.06185351,2466.063614,1.429803159,12.50235941,-11.00136457,-9.776958383,-129.2838258,38.5120026099999,30.39000357,10.75265507,0,7.435729968e-06,0.222675317,-156.0826531,0.1356377692,0.1642565874,0.2696870004,-16.73391334,0.1787044761,1.311663273,0.4916710663
Shaanxi,27,1982,-758.6717102,-14.6076443,2199.616098,1.599456333,15.67669473,-4.08313996,-11.9529318,-137.7087023,22.76072686,25.95054192,5.657654665,0,3.583229468e-06,0.2121846459,-320.0562178,0.1199611104,0.148971489,0.2489950081,-16.12632941,0.3838829228,1.256083392,0.4533018103
Shaanxi,27,1983,-361.0655759,-2.777174052,2494.414314,2.204210961,16.63203585,-1.45813888999999,-6.409439754,-62.0967632299999,15.1048431899999,23.64652486,4.50384655999999,0,3.66207602099999e-06,0.2578432384,-132.0757307,0.05847729485,0.145765877299999,0.3667301809,-10.56405133,0.5087929968,1.227288849,0.1623658503
Shaanxi,27,1984,-471.0856193,-5.048996854,2358.908563,1.200042329,11.37289495,-4.014329891,-6.177616411,-75.28224579,7.513225221,14.44964364,2.121093446,0,2.470007738e-06,0.4246145523,-26.61884502,0.06349318276,0.1573760923,0.213396491799999,-11.21347126,0.3656367012,1.001325614,0.004328020528
Shaanxi,27,1985,-454.4330632,-13.46145151,2333.236924,0.8354387598,15.0445049,-3.603786781,-8.024927031,-99.89286799,6.691926564,13.64040004,5.301287413,0,3.114909513e-06,0.248945738099999,41.68216797,0.03578313013,0.1623500001,0.237525731,-12.45964909,0.7180164404,1.097638456,-0.04188384607
Shaanxi,27,1986,-767.9122835,-13.32382112,2344.303272,0.3444632123,14.3586921199999,-14.32214879,-10.91631582,-144.8048608,7.372218989,22.23602916,3.433603307,0,5.64715001999999e-06,0.5713482137,65.91004624,0.01289847215,0.1854435346,0.1889547938,-34.91710071,1.320196185,0.7123445095,-0.03528547647
Shaanxi,27,1987,-397.9987763,-6.239889972,2105.633281,0.9619099568,13.90744744,-3.438957736,-7.655730789,-80.91061588,6.241946982,15.72957038,1.807410658,0,3.401418633e-06,0.6303745352,49.99550331,0.0127970376,0.230337649,0.1503456231,-36.10949936,1.42855647399999,1.335626206,-0.01294313709
Shaanxi,27,1988,-480.0734276,-11.49333658,2474.459174,-0.1129534119,10.93681773,-8.506434267,-10.15873635,-118.2123147,0.195172031199999,12.40848749,-0.8022016048,0,3.560150044e-06,0.4797725838,69.85374142,0.01622118765,0.2054104557,0.1696946819,-51.64856194,0.9899872235,1.890296744,-1.066612933
Shaanxi,27,1989,-455.5575046,-7.781912011,2002.172299,-0.04992575796,15.9785597,-7.3223774,-9.374582104,-105.219365799999,-0.2158289085,21.06423692,-0.6227448968,0,2.05042191e-06,0.6705929243,57.5041366599999,0.0145736553,0.2131347655,0.09923434527,-49.19679727,1.35941328,1.583784098,-0.7013209328
Shaanxi,27,1990,-328.8074935,-4.76978741,2392.315916,0.392636913,13.1661292899999,-5.732955383,-7.932660097,-89.4110632,-0.823464883799999,11.2985656099999,-0.02490771287,0,2.070011672e-06,0.353313294799999,11.64602623,0.01980525674,0.1436015917,0.2089865897,-46.76394472,1.545820648,1.447159522,-0.5326494854
Shaanxi,27,1991,-354.5255068,-8.932123418,2330.794647,0.508109485,17.9778032,-3.091418272,-8.509387773,-94.49778062,-4.033046787,11.51270149,-1.510908036,0,4.706183067e-06,1.26776623799999,67.38454537,0.01725992901,0.2776165958,0.147146254099999,-55.74073582,1.988882238,1.211264026,-1.118194958
Shaanxi,27,1992,-375.0631268,-8.078620643,2338.158829,0.6410861351,16.23350506,-7.623365994,-9.564190434,-98.686371,4.616004683,29.4461028799999,-3.005987447,0,6.513804576e-06,1.096044818,23.26369986,0.05050740742,0.2101952144,0.134892942199999,-80.2716884399999,1.267450735,1.963284845,-1.020176868
Shaanxi,27,1993,-467.0714388,-16.87574033,2224.199219,0.6845975361,16.9108943299999,-7.973714785,-11.2700547799999,-128.6785585,22.06195855,23.49262898,-2.579779793,0,3.590877114e-06,0.5072555229,0.5700836641,0.0271302701,0.2959688748,0.348700283,-103.350010599999,1.522591003,2.739417598,-0.5588505109
Shaanxi,27,1994,-585.4106078,-10.28646065,2292.337294,0.8263456268,18.46185257,-12.29977582,-13.27589077,-138.8540258,20.29215621,30.72305723,-3.85270096199999,0,5.736566199e-06,0.6626238662,12.2968499499999,0.07898165653,0.3327251937,0.382331123299999,-150.9173954,2.138689654,2.564392401,-0.5046830685
Shaanxi,27,1995,-475.582317899999,-3.681089108,2466.979887,1.960519832,18.9146383,-1.762335651,-15.86555242,-182.7179538,35.24044007,36.03898672,-1.065473746,0,9.173187324e-06,0.8958022574,21.72694215,0.0404566201999999,0.348500991,0.3731432245,-200.142948099999,1.962894492,2.54913724299999,1.335269095e-05
Shaanxi,27,1996,-303.3587891,-9.321217441,2165.947226,0.2997066952,12.57684662,-7.947647047,-10.24586489,-101.3828329,2.213798486,35.8503216199999,-3.972359796,0,5.62836521399999e-06,0.5712033208,18.77259189,0.1294238767,0.5189930422,0.3714257693,-148.6273646,1.450935054,3.084837484,-0.2636435147
Shaanxi,27,1997,-604.5776487,-17.86149901,2260.218079,1.224571819,25.90236846,-3.404233313,-19.5023676,-186.1721234,80.22499167,55.93639614,-3.641643897,0,7.007522854e-06,0.9112536624,27.1536575899999,0.01807756616,0.4333668039,0.1744394958,-205.9079088,2.997027974,2.368839031,-0.447935085199999
