Province Name,Province Code,Year,Wheat,Maize,Rice,Sorghum,Barley,Millet,Potato,Sweetpotato,Soybean,Groundnuts,Sunflower,Rapeseed,Sugarbeet,Sugarcane,Cotton,Spinach,Tomato,Cabbage,Apple,Grape,Tea,Tobacco
Tianjin,2,1996,248.2349278,-260.157668808,1303.7452136,17.8226142954,19.729008584,10.50656531,59.181490083,40.25897312,89.9388097799999,73.5157268849999,-13.987926537,96.7313998499999,15.6214204068017,66.8884116982,99.7362737099999,-3.69992551709999,8.95053812627,-7.5431535838,101.565980459,-6.827598972,32.2908974857,45.0763158177499
Tianjin,2,1997,209.66879636,-334.090940618,1349.74948419999,14.5535190041,18.027095133,13.60844052,89.648786259,43.00989139,129.575426206,86.11270856,-18.226174446,75.74168832,10.3991832890011,71.002124562307,120.51427051,-3.6554689842,11.92272281787,-9.478659237,84.8700344849999,-8.09934017,28.6730371934999,58.95237194743
Tianjin,2,1998,115.25266057,-275.930267194,1408.0990953,11.0632186316,21.550854758,11.7631312531,85.604852589,41.37672015,113.659325894,102.392427473,-27.557720349,76.96490622,15.8597571025686,77.03503050417,95.7127199299999,-2.8930258446,14.0847545738,-10.344292091,102.790816724,-7.2825854148,27.6374092039,31.7225172404542
Tianjin,2,1999,181.25447604,-167.923844262,1503.5876578,12.4816239326,13.220823136,9.526169842,67.802662399,40.21865758,121.396716072,113.40376975,-5.576127444,52.1104794799999,8.07433654841328,76.6508478137,98.18923394,-3.943866131,15.2704780516,-9.19287147799999,89.495684745,-10.131711056,30.72530593073,0.0
Tianjin,2,2000,278.2110967,-68.673227023,2044.6886688,15.0066886196,11.894665263,9.26758501999999,80.920780285,46.78987968,115.563556963,121.0904779,-21.77752482,55.3866706599999,6.96354551725037,68.39238978502,61.07366344,-8.334075652,12.6565848205,-21.281679572,64.27652495,-19.119417419,27.50876683,34.5342710329148
Tianjin,2,2001,478.4533555,-231.630217963,2204.2223171,12.5666368699,7.211723477,8.813512574,160.849350586,45.83460606,88.684514712,130.02319601,-19.563262308,66.08986003,8.50670585710032,77.0136860687,-139.952825949999,-10.364307906,14.2917200897,-25.357794045,51.4846623129999,-24.529649949,28.37622000101,0.0
Tianjin,2,2002,433.8845139,-117.091791292,2101.4047452,15.5637406358,10.499465338,13.442061684,91.970313957,49.71536872,125.655104494,157.44211873,-19.311393449,118.4010945,10.7439341177768,87.8781110322,-186.3848376,-10.652258091,18.6524915414999,-22.820513178,70.650250445,-28.846651783,29.3063400118999,32.2911458142562
Tianjin,2,2003,452.234084299999,-108.729009633,2296.8073401,11.4277085772999,9.755128645,8.78442815399999,94.348438797,50.27612164,86.7881366,127.849232519999,-12.759665869,103.7327416,3.00334107064575,96.3433209836,-324.151983999999,-13.668351763,17.8380566505,-29.458705912,56.866684613,-39.060933608,30.6311782039,0.0
Tianjin,2,2004,519.7315718,-49.7651429656,2057.298867,9.5380311082,8.871113262,10.2903659159,150.422564715,49.74795718,132.426394215,132.56222509,3.6201856548,95.53829768,2.62483886297194,86.7072505872,-335.480572899999,-13.547400124,19.5148019964,-29.999873196,60.365850185,-36.015534681,32.4693611866,31.51911086806
Tianjin,2,2005,391.2787011,-68.814420934,2075.7794361,8.4288715467,12.725328,8.2422363799,133.882728,47.4998355599999,100.718494212999,129.55923893,6.7979278747,102.0762565,3.25193506302506,89.9347420814,-87.83261587,-11.296442686,15.0629918243,-21.8611715509999,55.380153702,-28.295037512,40.1615419484,0.0
Tianjin,2,2006,410.0933804,-118.472190641999,2029.33901019999,12.0114231056,12.322587,8.148661808,126.8033,35.3331065299999,170.447841050999,115.12188951,11.855383689,81.05389824,3.59829313684615,94.0638789174,13.108832901,-9.614345916,16.4039876559,-18.227701614,66.649287678,-24.3840023579999,45.0480821065,0.0
Tianjin,2,2007,423.673141899999,-154.047332992,2073.82085789999,6.4837360849,8.825559,7.489065593,97.309604,32.41752596,129.091668285,131.15943891,6.53503768799999,109.9402187,5.24505943673674,110.8814934717,-60.0099035499999,-8.889632992,19.7947442682,-16.080834553,61.208837165,-24.9514383099999,53.65872549,0.0
Tianjin,2,2008,481.2823209,-75.0627730499999,2200.2616213,7.37995956819999,9.733375,7.5525484067,130.584466,36.23762193,70.796085617,138.8877549,11.212956076,127.392090799999,6.20710877829005,128.187490609,-18.321271388,-7.2460478963,15.4189254087,-12.957354076,69.392084822,-22.226928246,62.5541630029,35.93011259054
Tianjin,2,2009,404.1335264,-58.1830420079999,1471.2062208,6.6594094939,2.08523269999999,2.8273213518,78.964389,22.068212515,18.0372932639,105.43797939,7.627410241,47.31023224,1.77209296697997,115.4700892152,17.7159754469999,-2.769974972,15.7105892505,-7.121660802,65.455317798,-17.722997688,61.7755174695,0.0
Hebei,3,1978,-7250.817899,-4832.2996941,13446.807932,-791.5893839,166.10309471,-601.55335599,184.5903239802,750.8477382,272.07246196,-107.9451451,29.6935200489999,160.8733538,22.6375726811531,207.7997355962,-1739.1578654,3.32509550759999,27.7368200287,21.386412409,268.26507401,-2.3589489048,272.062306371,90.626339269
Hebei,3,1979,-4614.339583,-4995.1296377,13586.318132,-558.46790588,120.03568187,-712.851214169999,162.894557709,652.834799499999,160.96498604,-202.88346802,35.283819956,182.4383227,23.2703615994618,194.765641722,-2001.10141759999,5.466683936,29.8584252862,20.097889109,161.82685064,-3.493125854,223.839555102,74.516195975
Hebei,3,1980,-1206.6837813,-6640.349842,13289.755697,-545.03586868,133.97835998,-732.37095216,253.941972824,512.1808604,470.5345808,-298.69562901,42.984294129,271.0328956,53.7163811799859,182.092509735799,60.48906932,4.9721484365,27.0663509416,24.824263233,162.44751802,-4.661962101,142.5205094044,56.7180762476
Hebei,3,1981,-1147.6882299,-6990.748211,13349.130547,-358.49918132,127.89258055,-789.18712676,225.655697452,543.3848818,657.553331399999,-300.13716682,69.073754448,270.7180904,57.7520280305343,203.0857782348,-344.117263699999,3.7958828607,30.8582861857999,27.420920088,274.82716802,-4.444470474,158.3151380392,89.0659278249999
Hebei,3,1982,-175.27948728,-6510.078026,12774.678965,-481.134651719999,90.68284679,-1089.58360491,193.811329665,470.447080499999,630.01812977,-370.19047255,14.47506582,299.202008199999,37.9116630310747,253.4171584355,-2391.6473525,4.8530823539,31.6190100845,28.150150231,192.373267729999,-5.65469382899999,165.1570939612,94.3901295949999
Hebei,3,1983,-3109.559677,-5889.963737,13418.561828,-333.8373767,111.18955395,-816.742210469999,274.126343563,479.4768583,661.528742209999,-279.17236718,50.168614674,383.2415552,77.2261654348336,303.440904915,-2758.330759,4.7398699451,32.2070228637,28.5881532479999,350.51910068,-6.947915601,169.165661070899,64.813324698
Hebei,3,1984,-2993.418506,-4597.0301481,12702.48705,-217.64669611,132.99252352,-896.81995112,256.766254394,430.4857533,486.73003384,-243.70756938,29.475643784,388.865825399999,47.8770955615922,282.4481555074,-3767.674957,4.93489877889999,23.3700861392,29.761672329,171.85494017,-6.84188720999999,181.477146487799,91.493046859
Hebei,3,1985,-3992.009695,-3981.7924749,13346.616111,-254.89132437,101.143008954,-961.06361488,212.602262781,420.3826265,287.36453923,-348.496285169999,26.229902422,370.935562,99.9772056419726,377.502252115199,-2780.8876462,6.3470656295,33.9855160819,26.817866623,165.74701063,-9.470906673,198.4340615855,119.699491427999
Hebei,3,1986,-5027.05411099999,-4014.5815581,13607.265269,-278.88004156,133.19118372,-1191.91836503,210.489306451,436.3029834,389.347624599999,-332.90701305,14.0017415603,457.082111,39.5605165941074,453.1591118412,-2035.4316765,5.1876842671,39.1078502979999,30.004627983,340.605717569999,-11.747563198,174.6156400202,123.089635125
Hebei,3,1987,-2789.78225399999,-4030.9512122,12944.130179,-237.570532349999,85.59380183,-930.740334099999,219.548239449999,428.096382,267.91834722,-325.4410222,-17.1714032,529.9276052,131.705582455225,365.4766861287,-2159.1621793,5.5215671065,45.4355373008,31.592964816,390.33195408,-13.69548565,195.911638203899,116.983079327
Hebei,3,1988,-3975.156159,-4223.22764229999,14237.97803,-161.83692764,95.079328912,-766.158305159999,231.584943365,450.2547814,184.786521249999,-286.55713575,-23.348442803,382.4650123,70.9885176310806,363.606700999699,-2955.028584,4.4892200794,37.1105791157,31.734739861,436.60953034,-14.4900048579999,165.6009350175,199.5192039
Hebei,3,1989,-4112.733208,-4582.217876,12319.614195,-199.173103199999,111.6694217,-879.4672712,308.655007972999,402.642380799999,108.84349505,-332.08843747,-8.886830579,502.7660512,42.4168264098959,442.4364756752,-3143.910669,4.6523600593,43.9575032567,28.2445004629999,453.09485095,-15.259670724,183.591318245,223.521883661
Hebei,3,1990,-3922.44744199999,-3932.5011679,14713.947247,-141.59022883,114.70462081,-844.974760119999,237.714008706999,443.28617319,6.940815255,-333.56491605,-19.542253649,605.3706957,54.9864926612864,426.455814588399,-3233.792109,7.0918320506,38.3743817263,36.451834271,414.60998269,-10.622052822,182.0023683584,207.175748127
Hebei,3,1991,-4198.752704,-4474.0655602,12909.188879,-144.33187004,149.08154161,-915.0851963,208.508792405,440.31173723,-311.00952041,-396.62739046,-23.930382069,546.5109651,183.594609747294,522.920192843,-3427.2773111,7.0606266456,37.5924420016,33.700313168,350.36118604,-11.968365792,205.3431210788,242.646849148899
Hebei,3,1992,-4806.690021,-4180.4847303,13361.792257,-98.47971597,147.59055804,-632.32476995,262.691915194,461.9929696,224.66328931,-309.12640086,-14.473233659,643.2210857,174.949023667414,512.694881492,-3027.94877999999,5.6359112788,40.9091229382999,27.373231815,959.369250099999,-17.369122268,182.490560858199,309.4548983378
Hebei,3,1993,-5056.488194,-4475.4283296,13241.4851459999,-65.296515395,122.95292117,-602.70503223,291.646481228999,441.88446957,-343.30085895,-320.70060374,6.073301475,991.6533535,188.440514624404,475.028708689,-1589.2454802,8.3947101377,52.1729276921,51.2061008629999,553.30532395,-15.461516133,188.845363965,306.939814090499
Hebei,3,1994,-5907.39316,-5249.5667092,14237.609454,-76.147482826,132.74560596,-733.60795495,294.425124017,507.9796556,-457.279046519999,-454.41601097,-11.7939672639999,985.1247065,232.35475232702,439.251402436999,-2100.86115429999,11.990036479,67.6826311496,53.684365948,899.62043625,-19.2907408,221.603605077,232.74855628569
